Original_Review,Aspects,Sentiments,Empty,label
집중하기 좋아서 카공 목적으로 자주 방문하는 곳이에요 1층은 좀 캐주얼한 분위기고 지하는 완잔 스터디카페 느낌. 오늘은 고양이님도 계서서 눈호강 햇슴다..후후. 암튼 뚝섬에서 카공하기 좋은 카페 탑 3안에 들어가요. 큐알로 주문하고 픽업하는 서비스도 짱 편함. 강추.,공간_편의시설/분위기_감성/서비스,긍정/긍정/긍정,,000000111000
분위기 좋고 맛있어요 메뉴가 다양해서 좋아요,분위기_감성,긍정,,000000010000
마켓에서 구경도 하고 카페에서 식사도 할 수 있어 좋아요!,공간_편의시설,긍정,,000000100000
"샐러드랑 단호박 스프가 맛있고, 테라스에서 먹으니 분위기가 좋습니다bb 풍경도 좋아서 사진도 잘 나오네용",베이커리_빵/분위기_감성,긍정/긍정,,010000010000
너무 독특하고 내부 인테리어도 아늑하고 술집 같지만 아닌거 같지만 술집이고 너무 매력있고 맛있어요,분위기_감성,긍정,,000000010000
회사 바로 옆이라 자주오는데 컵도 귀엽고 인테리어도 이뻐요 쿠키도 맛있어서 자주 같이 사먹어요 이벤트도 있어서 참여했어요!,쿠키_구움과자/분위기_감성,긍정/긍정,,000100010000
앞에 공영주차 라인 있어서 주차했어요 넓고 좋아요 커피 맛있어요,커피_음료/공간_편의시설,긍정/긍정,,100000100000
인테리어가 힙하고 빵도 맛있고 친절해요 여유롭게 보내기 조아오,베이커리_빵/분위기_감성/서비스,긍정/긍정/긍정,,010000011000
너무 오랫동안 기다린것에 비해 맛은 그저그런..,혼잡도_웨이팅,부정,,000000000002
이천쌀 스무디랑 같이 시켰는데 구수하고 맛있습니다 라떼는 그냥 베이직한 산미 없는 원두 라떼네요 분위기 좋습니다.,커피_음료/분위기_감성,긍정/중립/긍정,,100000010000
주말 늦은시간 방문해서 아무것도 없어 아쉬웠지만 그래도 플레인 베이글 획득했어요!! 평점 1위답게 너무 맛있더라구요 주말엔 사람이 많아서 점심 전에는 와야 다 맛볼수있다고 해서 오시는 분들은 참고해서 오세용!!,베이커리_빵/혼잡도_웨이팅,긍정/부정,,010000000002
성수 대형카페에요 공간넓구 커피도 빨리 나와요!,커피_음료/공간_편의시설/서비스,긍정/긍정/긍정,,100000101000
사진을 너무 개똥같이 찍었는데 먹다가 너무 맛있어서 여긴 없어지면 안된다! 생각돼서 갑자기 핸드폰 켜서 리뷰 남겨요! 지락실보다가 에그타르트 나온거보고 에그타르트 전문이라고해서 바로 달려갔는데 너무 맛있어요 느끼하지도 않고 안이 너무 촉촉하고 맛있어요!! 백번 추천합니다!!,케이크,긍정,,001000000000
"사이드템포를 처음만난건 현대백화점 팝업이었어요! 구매시 섬세하고 친철했던 직원분이 굉장히 인상적이었는데, 맛까지 훌륭했던 빵에 퐁 빠져 여러번 구매해먹다가 성수 본점까지 오게됐네요 특별한 음료메뉴도 많았고, 음료 또한 넘나 맛나서 친구들한테 엄청 소문내는 중이에요! 카페 내부도 넓고 인테리어도 감각적이라 사진찍기에도 좋은 곳이었어요 빵도 여러종류 먹어봤지만 피자랑 콰트로치즈 바닐라 강추합니다 에스프레소도, 자몽들어간소르베 음료?도 진짜맛났어요. 두번가세여 세번가세요 저는 단골 될 것 같아요 같이간 친구도 너무 맛있다고 코엑스에도 오픈해 줬음한데요 사장님 화이팅!! 번창하세요 뽀글뽀글 직원분 세상 친철하세요 넘 감사했습니다",커피_음료/베이커리_빵/기타_디저트/공간_편의시설/분위기_감성/서비스,긍정/긍정/긍정/긍정/긍정/긍정,,110001111000
우유얼음에 맛좋은 흑임자 빙수네요. 다만 스푼이 너무 짧은 미니라서 떠먹기 불편군요,빙수_과일/공간_편의시설,긍정/부정,,000010200000
소금베이글 너무 맛있게 잘먹었구 평일저녁에 가니까 바로 입장할 수 있었어요! 매장내부 깔끔하고 넓어서 잔잔하게 수다떨기 너무 좋았습니다 담에 또 올거같아요,베이커리_빵/공간_편의시설/혼잡도_웨이팅,긍정/긍정/긍정,,010000100001
맛있는데 요즘 소금빵 잘하는 집이 많아서 줄설만큼인지는 모르겠다. 패키지 디자인 무척 예쁘다.,베이커리_빵/선물_포장/혼잡도_웨이팅,중립/긍정/부정,,030000000012
"매장 내부에 구경할것도 많고 커피도 진짜 맛있어요 날씨도 좋아서, 야외테이블에서 먹기 너무 좋았어요.",커피_음료/공간_편의시설/분위기_감성,긍정/긍정/긍정,,100000110000
케이크가 마싯다는 얘기를 듣고 와봤는데! 진짜.. 케이크가 너무 너무 마싯어요 망고철이 가기 전에 망고를 먹으러 또 와야함.. 메모!!,케이크,긍정,,001000000000
카페에 처음 발을 내딛었을때 정말 분위기가 미쳤고요 망고빙수가 시그니처인 것 같아서 시켰는데 진짜 너무너무 맛있어요 미쳤어요 증말 이 망고빙수먹으러와도 정말 후회없으실거에요 진짜 번창하세요,빙수_과일/분위기_감성,긍정/긍정,,000010010000
음료 가격 저렴하고 맛있어요,커피_음료/가격_가성비,긍정/긍정,,100000000100
성수동에서 계속 걸어다니느라 다리아팠는데 운좋게 바로 앉아서 좋았어요. 과일수플레도 맛있어요.,기타_디저트/공간_편의시설,긍정/긍정,,000001100000
너무 맛있고 카페가 진짜 예뻐요! 초코나무숲같은 케이크 왕추천,케이크/분위기_감성,긍정/긍정,,001000010000
특별히 장점도 단점도 없음,없음,없음,,000000000000
저번 기념일에도 세이케이크에서 주문제작 해서 케이크를 선물했는데 너무 마음에 들어서 이번에도 다시 재주문 했습니다! 사장님이 정말 원하는 디자인 그 이상으로 잘 만들어주셔서 이번에도 너무나도 완벽한 기념일을 보냈습니다! 앞으로도 쭉 세이케이크만 이용하고 싶을만큼 매번 너무 만족스러운 케이크를 만들어주셔서 케이크 선물할 일이 있는 분들께 꼭 추천드립니다,케이크/서비스/선물_포장,긍정/긍정/긍정,,001000001010
라떼 너무 맛있어요,커피_음료,긍정,,100000000000
빵을 7600원 짜리 하나사서 그런지 종이봉트에 그냥 포장해서 집에오니 다 망가졌어요 보통은 사이즈맞는 상자에 포장해주던데...,베이커리_빵/선물_포장,중립/부정,,030000000020
인테리어가 아기자기하고 예뻐요 생일인 지인 데리고 가면 넘 좋을 것 같아요! 주말 피크 시간대에 갔는데 다행히 자리가 있었습미다! 럭키 !,분위기_감성/혼잡도_웨이팅,긍정/긍정,,000000010001
늘 친절하시고 돌체라떼 맛있어요!!!,커피_음료/서비스,긍정/긍정,,100000001000
이 근처에선 매번 가던 카페만 갔어서 여긴 처음 들러봤는데 너무 좋았어요! 분위기가 여유롭고 크럼블 아이스크림이 정말 맛있습니다 그리고 직원분들이 너무 친절하시셔서 기분 좋게 저녁시간 보내다 갔어요 또 올게요,기타_디저트/분위기_감성/서비스,긍정/긍정/긍정,,000001011000
다른 곳에서는 전혀 맛볼수 없는 구움과자와 시즌별로 달라지는 타르트 그리고 그에 어울리는 와인과의 조합은 정말 최고였어요!! 날 좋은 날 친구들과 함께 너무 즐거운 시간 보내서 시간이 흐른지도 모를 정도였습니다 무엇보다 너무 달지 않고 한국적인 재료가 들어갔는데 이런 맛이 나다니요!! 네이버 예약도 된다니 다음번엔 선물로도 애용할게요 격식있는 자리에도 나를 위한 미타임에도 모두 어울리는 디저트,커피_음료/케이크/쿠키_구움과자/선물_포장,긍정/긍정/긍정/긍정,,101100000010
커피도 탄 맛이 없고 고소하니 맛있었어요,커피_음료,긍정,,100000000000
아케인 이벤트 잘 참여하고 갑니다 비건쿠키랑 브라우니가 진짜 맛있었어요,쿠키_구움과자,긍정,,000100000000
특별한 메뉴도 있고 가게 분위기도 너무 좋아요 아이스크림도 맛있어요. 데이트로 오기에도 좋은 곳 같습니다!,기타_디저트/분위기_감성,긍정/긍정,,000001010000
늦게가면 없어요 밀도 죤맛,베이커리_빵/혼잡도_웨이팅,긍정/부정,,010000000002
커피 맛있어요 추천합니다.,커피_음료,긍정,,100000000000
너티클라우드 신기한맛!,커피_음료,중립,,300000000000
성수동 골목에 있는 귀여운 빵가게에요 ! 건강빵 좋아하시면 추천해요,베이커리_빵/분위기_감성,긍정/긍정,,010000010000
디저트 종류도 많고 음료도 다양하게 있어요! 내부도 예뻐서 앉아서 구경하기 좋아용,커피_음료/기타_디저트/분위기_감성,긍정/긍정/긍정,,100001010000
사람이 너무 많아요,혼잡도_웨이팅,부정,,000000000002
엄청 친절하시고 케익이 귀엽고 맛납니다,케이크/서비스,긍정/긍정,,001000001000
친구 생일케이크로 예약했는데 너무예뻐요!,케이크,긍정,,001000000000
예쁘고 사진찍기 좋은 비주얼이지만 맛은 그저그래요. 왜냐하면 망고가 달지 않고 밍밍하거든요. 크림이나 시리얼 같은 게 맛있어도 망고가 별로면 말짱 꽝인 건 팩트인 듯요.,빙수_과일,부정,,000020000000
망고빙수가 저렴한데 크기도 크고 여름에 시원하게 먹기 너무 좋았어요,빙수_과일/가격_가성비,긍정/긍정,,000010000100
넓고 대화하기는 좋아요. 커피는 쏘쏘. 빵은 맛없음. 화장실 가기도 블편했음,커피_음료/베이커리_빵/공간_편의시설/혼잡도_웨이팅,중립/부정/부정/긍정,,320000200001
"성수동에 비좁고 테이블과 의자높이가 거의 같은 카페들도 많은데 여기는 층고가 높고 테이블 높이도 적당하고 간격이 넓은 편이라 좋았어요! 디저트류 종류도 굉장히 많고 특색있는 편이고, 레몬 좋아하시면 레몬머랭크루아상 추천해용 가격은 다른곳에 비하면 높지않은 편인것같아요!",베이커리_빵/기타_디저트/공간_편의시설/가격_가성비,긍정/긍정/긍정/긍정,,010001100100
"친구가 궁금하다 해서 본점과 픽업 매장 중 고민하다가. 사람이 조금이라도 적을 픽업매장 갔더니 확실히 널널하니 편하게 다닐 수 있었네요. 에그타르트 하나의 가격 치고는 굉장히 부담되지만, 크기나 맛에서는 괜찮은 편입니다. 겉면에 뿌려진 소금이 짭짜름해서 필링과 함께 먹기를 추천합니다.",케이크/가격_가성비/혼잡도_웨이팅,긍정/부정/긍정,,001000000201
"인테리어가 좋아서 들어오자마자 기분이 좋았는데, 커피가 너무 맛있어요!",커피_음료/분위기_감성,긍정/긍정,,100000010000
예약후방문했습니다. 예약 시간 훨씬 전에 도칙했는데도 빠르게 준비해주셔서 좋았습니다. 재방문 의사 있습니다!,서비스,긍정,,000000001000
분위기도 좋고 시그니쳐 커피도 맛있어요,커피_음료/분위기_감성,긍정/긍정,,100000010000
성수동 커피 탑 오브더 탑,커피_음료,긍정,,100000000000
분위기도좋고 음악도 좋아용,분위기_감성,긍정,,000000010000
기다린 보람이 있군요,혼잡도_웨이팅,긍정,,000000000001
"저 멀리서부터 소금빵 냄새 나길래 홀린듯이 가서 줄이 긴거보니 딱봐도 맛집이길래 샀는데 개맛도리 근데 너무 버터리한거 안 좋아하시면 비추 빵 삼킬때 버터국물 같이 삼키는 느낌 먹어본 소금빵중에 젤 버터버터,, 에프 살짝 데우면 당연히 더 맛있슴 비싼 감은 있지만 마시써요",베이커리_빵/가격_가성비/혼잡도_웨이팅,긍정/부정/부정,,010000000202
고소한 라떼 좋아요,커피_음료,긍정,,100000000000
분위기 넘나 좋구요 음료도 쿠키도 맛잇어요,커피_음료/쿠키_구움과자/분위기_감성,긍정/긍정/긍정,,100100010000
아늑한 공간에 디저트랑 아기자기함이 가득해요,기타_디저트/분위기_감성,긍정/긍정,,000001010000
친구추천으러 갔어요 나쁘지 않은데 엄청맛잇는지는 모르겟어요!,커피_음료,중립,,300000000000
흑임자생크림 대대존맛이에요,기타_디저트,긍정,,000001000000
성수동 지나가다 들러본 업사이드커피! 이끌려 온 곳 인데 커피맛도 훌륭하네요! 자주 올 것 같아요!,커피_음료,긍정,,100000000000
자리가 많지 않네요,공간_편의시설,부정,,000000200000
오 4층이라 올라오면서 고민 많이 됐는데 여기 넓고 인테리어도 예뻐요 치즈케이크가 종류별로 있는 곳이네요 애플시나몬크럼블 먹었는데 가을가을해서 좋았어요,케이크/쿠키_구움과자/공간_편의시설/분위기_감성,긍정/긍정/긍정/긍정,,001100110000
날이 더워서인지 오후시간대인데 제가 방문했던 그어떤날보다 빵이 가득차있어 좋았어요. 커피도 맛나게 내려주셔서 오붓한 시간보내고 귀가했네요,커피_음료/베이커리_빵,긍정/긍정,,110000000000
오랜만에 친구랑 성수동 나왔는데 맛있는 거 먹고 좋았어요 아기자기한 분위기가 좋네용,분위기_감성,긍정,,000000010000
맛나서 좋은데 값이 좀 쎄요 가끔 가야해!,커피_음료/가격_가성비,긍정/부정,,100000000200
"인테리어도 너무 예쁘고 음료랑 컵케이크도 맛있어요!!! 아늑하면서도 귀여워서 아주 만족스럽습니다,,",커피_음료/케이크/분위기_감성,긍정/긍정/긍정,,101000010000
매장 분위기도 좋고 맛있어요. 특히 마지막에 시킨 로제 떡뽁이가 가장 맛있었어요!,기타_디저트/분위기_감성,긍정/긍정,,000001010000
커피 맛있고 분위기 힙하고 좋아요,커피_음료/분위기_감성,긍정/긍정,,100000010000
좋아하는 구움과자 맛집,쿠키_구움과자,긍정,,000100000000
친구들과 수다떨기 좋아요,혼잡도_웨이팅,긍정,,000000000001
크럼블 넘 맛있어용커피도 맛잇어용 가게듀 예뻐요,커피_음료/쿠키_구움과자/분위기_감성,긍정/긍정/긍정,,100100010000
좋아요! 맛있어요 자주 들리는 곳,없음,없음,,000000000000
